id,text
sym_2730,"TYPE: SYMPTOM_DISEASE
DISEASE: Influenza
SYMPTOMS: chills, fatigue, cough, high fever, sweating, headache, knee pain, muscle pain
SYMPTOM_SYNONYMS: high_fever, cough, fatigue, muscle_pain, chills, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2731,"TYPE: SYMPTOM_DISEASE
DISEASE: Influenza
SYMPTOMS: chills, fatigue, cough, high fever, headache, back pain, muscle pain
SYMPTOM_SYNONYMS: high_fever, cough, fatigue, muscle_pain, chills, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2732,"TYPE: SYMPTOM_DISEASE
DISEASE: COVID-19
SYMPTOMS: fatigue, cough, high fever, breathlessness, headache, loss of smell, irritability, small dents in nails
SYMPTOM_SYNONYMS: high_fever, cough, fatigue, breathlessness, loss_of_smell, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2733,"TYPE: SYMPTOM_DISEASE
DISEASE: Fungal Infection
SYMPTOMS: itching, nodal skin eruptions, dischromic  patches
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Fungal Infection persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2734,"TYPE: SYMPTOM_DISEASE
DISEASE: COVID-19
SYMPTOMS: fatigue, cough, high fever, breathlessness, headache, dizziness, loss of smell, stomach bleeding
SYMPTOM_SYNONYMS: high_fever, cough, fatigue, breathlessness, loss_of_smell, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2735,"TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: cough, high fever, breathlessness, chest pain, dischromic  patches, rusty sputum
SYMPTOM_SYNONYMS: high_fever, cough, breathlessness, chest_pain, rusty_sputum
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2736,"TYPE: SYMPTOM_DISEASE
DISEASE: Hypothyroidism
SYMPTOMS: fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypothyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2737,"TYPE: SYMPTOM_DISEASE
DISEASE: Malaria
SYMPTOMS: chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Malaria persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2738,"TYPE: SYMPTOM_DISEASE
DISEASE: Paralysis (brain hemorrhage)
SYMPTOMS: vomiting, headache, weakness of one body side, altered sensorium
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Paralysis (brain hemorrhage) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2739,"TYPE: SYMPTOM_DISEASE
DISEASE: Chronic Cholestasis
SYMPTOMS: itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chronic Cholestasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2740,"TYPE: SYMPTOM_DISEASE
DISEASE: Malaria
SYMPTOMS: chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Malaria persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2741,"TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: chills, fatigue, cough, high fever, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Pneumonia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2742,"TYPE: SYMPTOM_DISEASE
DISEASE: Urinary Tract Infection
SYMPTOMS: bladder discomfort, foul smell of urine, continuous feel of urine
SYMPTOM_SYNONYMS: bladder discomfort related discomfort, mild bladder discomfort, severe bladder discomfort, bladder discomfort sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing bladder discomfort? | Is the bladder discomfort getting worse over time? | Have you taken any medication for bladder discomfort? | Do you have any other symptoms along with bladder discomfort?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Urinary Tract Infection persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2743,"TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: cold hands and feets, cough, high fever, breathlessness, chest pain, rusty sputum, fluid overload.1
SYMPTOM_SYNONYMS: high_fever, cough, breathlessness, chest_pain, rusty_sputum
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2744,"TYPE: SYMPTOM_DISEASE
DISEASE: Chronic Cholestasis
SYMPTOMS: itching, vomiting, yellowish skin, nausea, loss of appetite, yellowing of eyes
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chronic Cholestasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2745,"TYPE: SYMPTOM_DISEASE
DISEASE: Tuberculosis
SYMPTOMS: chills, vomiting, fatigue, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Tuberculosis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2746,"TYPE: SYMPTOM_DISEASE
DISEASE: Common Cold
SYMPTOMS: continuous sneezing, mild fever, throat irritation, runny nose, congestion, altered sensorium, blister
SYMPTOM_SYNONYMS: continuous_sneezing, runny_nose, congestion, throat_irritation, mild_fever
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2747,"TYPE: SYMPTOM_DISEASE
DISEASE: Hypoglycemia
SYMPTOMS: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypoglycemia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2748,"TYPE: SYMPTOM_DISEASE
DISEASE: COVID-19
SYMPTOMS: fatigue, cough, high fever, breathlessness, headache, loss of smell, muscle pain, pus filled pimples
SYMPTOM_SYNONYMS: high_fever, cough, fatigue, breathlessness, loss_of_smell, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2749,"TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: cough, high fever, breathlessness, chest pain, weakness in limbs, rusty sputum, blister
SYMPTOM_SYNONYMS: high_fever, cough, breathlessness, chest_pain, rusty_sputum
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2750,"TYPE: SYMPTOM_DISEASE
DISEASE: Psoriasis
SYMPTOMS: skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails
SYMPTOM_SYNONYMS: skin rash related discomfort, mild skin rash, severe skin rash, skin rash sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing skin rash? | Is the skin rash getting worse over time? | Have you taken any medication for skin rash? | Do you have any other symptoms along with skin rash?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Psoriasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2751,"TYPE: SYMPTOM_DISEASE
DISEASE: Hypoglycemia
SYMPTOMS: vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypoglycemia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2752,"TYPE: SYMPTOM_DISEASE
DISEASE: Typhoid
SYMPTOMS: chills, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Typhoid persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2753,"TYPE: SYMPTOM_DISEASE
DISEASE: Dimorphic Hemmorhoids (piles)
SYMPTOMS: constipation, pain during bowel movements, pain in anal region, bloody stool, irritation in anus
SYMPTOM_SYNONYMS: constipation related discomfort, mild constipation, severe constipation, constipation sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing constipation? | Is the constipation getting worse over time? | Have you taken any medication for constipation? | Do you have any other symptoms along with constipation?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Dimorphic Hemmorhoids (piles) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2754,"TYPE: SYMPTOM_DISEASE
DISEASE: Diabetes
SYMPTOMS: fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Diabetes  persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2755,"TYPE: SYMPTOM_DISEASE
DISEASE: Alcoholic Hepatitis
SYMPTOMS: vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2756,"TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis E
SYMPTOMS: joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding
SYMPTOM_SYNONYMS: joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis E persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2757,"TYPE: SYMPTOM_DISEASE
DISEASE: Paralysis (brain hemorrhage)
SYMPTOMS: vomiting, headache, weakness of one body side, altered sensorium
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Paralysis (brain hemorrhage) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2758,"TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis E
SYMPTOMS: joint pain, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding
SYMPTOM_SYNONYMS: joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis E persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2759,"TYPE: SYMPTOM_DISEASE
DISEASE: Chickenpox
SYMPTOMS: itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chickenpox persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2760,"TYPE: SYMPTOM_DISEASE
DISEASE: Paralysis (brain hemorrhage)
SYMPTOMS: vomiting, weakness of one body side, altered sensorium
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Paralysis (brain hemorrhage) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2761,"TYPE: SYMPTOM_DISEASE
DISEASE: Varicose Veins
SYMPTOMS: fatigue, cramps, obesity, swollen legs, swollen blood vessels, prominent veins on calf
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Varicose Veins persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2762,"TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis B
SYMPTOMS: fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis B persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2763,"TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis A
SYMPTOMS: joint pain, vomiting, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain
SYMPTOM_SYNONYMS: joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis A persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2764,"TYPE: SYMPTOM_DISEASE
DISEASE: Jaundice
SYMPTOMS: itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Jaundice persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2765,"TYPE: SYMPTOM_DISEASE
DISEASE: Alcoholic Hepatitis
SYMPTOMS: vomiting, yellowish skin, abdominal pain, swelling of stomach, history of alcohol consumption, fluid overload.1
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2766,"TYPE: SYMPTOM_DISEASE
DISEASE: Drug Reaction
SYMPTOMS: skin rash, stomach pain, burning micturition, spotting  urination
SYMPTOM_SYNONYMS: skin rash related discomfort, mild skin rash, severe skin rash, skin rash sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing skin rash? | Is the skin rash getting worse over time? | Have you taken any medication for skin rash? | Do you have any other symptoms along with skin rash?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Drug Reaction persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2767,"TYPE: SYMPTOM_DISEASE
DISEASE: Fungal Infection
SYMPTOMS: itching, skin rash, nodal skin eruptions, dischromic  patches
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Fungal Infection persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2768,"TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: cough, high fever, breathlessness, chest pain, muscle weakness, rusty sputum, blood in sputum
SYMPTOM_SYNONYMS: high_fever, cough, breathlessness, chest_pain, rusty_sputum
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_2769,"TYPE: SYMPTOM_DISEASE
DISEASE: Malaria
SYMPTOMS: chills, vomiting, high fever, sweating, headache, nausea, muscle pain
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Malaria persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2770,"TYPE: SYMPTOM_DISEASE
DISEASE: Chickenpox
SYMPTOMS: itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chickenpox persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2771,"TYPE: SYMPTOM_DISEASE
DISEASE: Hyperthyroidism
SYMPTOMS: fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hyperthyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2772,"TYPE: SYMPTOM_DISEASE
DISEASE: Alcoholic Hepatitis
SYMPTOMS: vomiting, yellowish skin, abdominal pain, distention of abdomen, history of alcohol consumption, fluid overload.1
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_2773,"TYPE: SYMPTOM_DISEASE
DISEASE: Bronchial Asthma
SYMPTOMS: fatigue, cough, high fever, breathlessness, family history, mucoid sputum
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Bronchial Asthma persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
