id,record_type,lookup_text,structured_text
sym_823,symptom_disease,"fatigue, cough, high fever, breathlessness, headache, drying and tingling lips, loss of smell, belly pain, high fever, cough, fatigue, breathlessness, loss of smell, headache","TYPE: SYMPTOM_DISEASE
DISEASE: COVID-19
SYMPTOMS: fatigue, cough, high fever, breathlessness, headache, drying and tingling lips, loss of smell, belly pain
SYMPTOM_SYNONYMS: high fever, cough, fatigue, breathlessness, loss of smell, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_823_triage,symptom_triage,"fatigue, cough, high fever, breathlessness, headache, drying and tingling lips, loss of smell, belly pain, high fever, cough, fatigue, breathlessness, loss of smell, headache","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, cough, high fever, breathlessness, headache, drying and tingling lips, loss of smell, belly pain, high fever, cough, fatigue, breathlessness, loss of smell, headache
POSSIBLE_CONDITION: COVID-19
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_824,symptom_disease,"vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis E
SYMPTOMS: vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis E persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_824_triage,symptom_triage,"vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding, throwing up, emesis, nausea with expulsion, retching
POSSIBLE_CONDITION: Hepatitis E
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis E persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_825,symptom_disease,"itching, chills, fatigue, cough, high fever, headache, mild fever, muscle pain, high fever, cough, fatigue, muscle pain, chills, headache","TYPE: SYMPTOM_DISEASE
DISEASE: Influenza
SYMPTOMS: itching, chills, fatigue, cough, high fever, headache, mild fever, muscle pain
SYMPTOM_SYNONYMS: high fever, cough, fatigue, muscle pain, chills, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_825_triage,symptom_triage,"itching, chills, fatigue, cough, high fever, headache, mild fever, muscle pain, high fever, cough, fatigue, muscle pain, chills, headache","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: itching, chills, fatigue, cough, high fever, headache, mild fever, muscle pain, high fever, cough, fatigue, muscle pain, chills, headache
POSSIBLE_CONDITION: Influenza
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_827,symptom_disease,"chills, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum, chills related discomfort, mild chills, severe chills, chills sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: chills, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Pneumonia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_827_triage,symptom_triage,"chills, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum, chills related discomfort, mild chills, severe chills, chills sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: chills, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum, chills related discomfort, mild chills, severe chills, chills sensation
POSSIBLE_CONDITION: Pneumonia
SEVERITY_LEVEL: High
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Pneumonia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_837,symptom_disease,"fatigue, cough, high fever, breathlessness, headache, enlarged thyroid, unsteadiness, loss of smell, high fever, cough, fatigue, breathlessness, loss of smell, headache","TYPE: SYMPTOM_DISEASE
DISEASE: COVID-19
SYMPTOMS: fatigue, cough, high fever, breathlessness, headache, enlarged thyroid, unsteadiness, loss of smell
SYMPTOM_SYNONYMS: high fever, cough, fatigue, breathlessness, loss of smell, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_837_triage,symptom_triage,"fatigue, cough, high fever, breathlessness, headache, enlarged thyroid, unsteadiness, loss of smell, high fever, cough, fatigue, breathlessness, loss of smell, headache","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, cough, high fever, breathlessness, headache, enlarged thyroid, unsteadiness, loss of smell, high fever, cough, fatigue, breathlessness, loss of smell, headache
POSSIBLE_CONDITION: COVID-19
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_844,symptom_disease,"itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body, itching related discomfort, mild itching, severe itching, itching sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Chickenpox
SYMPTOMS: itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chickenpox persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_844_triage,symptom_triage,"itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body, itching related discomfort, mild itching, severe itching, itching sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: itching, skin rash, fatigue, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body, itching related discomfort, mild itching, severe itching, itching sensation
POSSIBLE_CONDITION: Chickenpox
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chickenpox persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_846,symptom_disease,"chills, vomiting, fatigue, weight loss, cough, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum, chills related discomfort, mild chills, severe chills, chills sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Tuberculosis
SYMPTOMS: chills, vomiting, fatigue, weight loss, cough, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Tuberculosis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_846_triage,symptom_triage,"chills, vomiting, fatigue, weight loss, cough, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum, chills related discomfort, mild chills, severe chills, chills sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: chills, vomiting, fatigue, weight loss, cough, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum, chills related discomfort, mild chills, severe chills, chills sensation
POSSIBLE_CONDITION: Tuberculosis
SEVERITY_LEVEL: High
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Tuberculosis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_848,symptom_disease,"continuous sneezing, mild fever, throat irritation, runny nose, congestion, dizziness, drying and tingling lips, continuous sneezing, runny nose, congestion, throat irritation, mild fever","TYPE: SYMPTOM_DISEASE
DISEASE: Common Cold
SYMPTOMS: continuous sneezing, mild fever, throat irritation, runny nose, congestion, dizziness, drying and tingling lips
SYMPTOM_SYNONYMS: continuous sneezing, runny nose, congestion, throat irritation, mild fever
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_848_triage,symptom_triage,"continuous sneezing, mild fever, throat irritation, runny nose, congestion, dizziness, drying and tingling lips, continuous sneezing, runny nose, congestion, throat irritation, mild fever","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: continuous sneezing, mild fever, throat irritation, runny nose, congestion, dizziness, drying and tingling lips, continuous sneezing, runny nose, congestion, throat irritation, mild fever
POSSIBLE_CONDITION: Common Cold
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_851,symptom_disease,"muscle wasting, patches in throat, high fever, muscle wasting related discomfort, mild muscle wasting, severe muscle wasting, muscle wasting sensation","TYPE: SYMPTOM_DISEASE
DISEASE: AIDS
SYMPTOMS: muscle wasting, patches in throat, high fever
SYMPTOM_SYNONYMS: muscle wasting related discomfort, mild muscle wasting, severe muscle wasting, muscle wasting sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing muscle wasting? | Is the muscle wasting getting worse over time? | Have you taken any medication for muscle wasting? | Do you have any other symptoms along with muscle wasting?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of AIDS persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_851_triage,symptom_triage,"muscle wasting, patches in throat, high fever, muscle wasting related discomfort, mild muscle wasting, severe muscle wasting, muscle wasting sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: muscle wasting, patches in throat, high fever, muscle wasting related discomfort, mild muscle wasting, severe muscle wasting, muscle wasting sensation
POSSIBLE_CONDITION: AIDS
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing muscle wasting? | Is the muscle wasting getting worse over time? | Have you taken any medication for muscle wasting? | Do you have any other symptoms along with muscle wasting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of AIDS persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_855,symptom_disease,"cough, high fever, breathlessness, indigestion, chest pain, rusty sputum, pus filled pimples, high fever, cough, breathlessness, chest pain, rusty sputum","TYPE: SYMPTOM_DISEASE
DISEASE: Pneumonia
SYMPTOMS: cough, high fever, breathlessness, indigestion, chest pain, rusty sputum, pus filled pimples
SYMPTOM_SYNONYMS: high fever, cough, breathlessness, chest pain, rusty sputum
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_855_triage,symptom_triage,"cough, high fever, breathlessness, indigestion, chest pain, rusty sputum, pus filled pimples, high fever, cough, breathlessness, chest pain, rusty sputum","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: cough, high fever, breathlessness, indigestion, chest pain, rusty sputum, pus filled pimples, high fever, cough, breathlessness, chest pain, rusty sputum
POSSIBLE_CONDITION: Pneumonia
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_856,symptom_disease,"fatigue, cough, high fever, breathlessness, headache, pain behind the eyes, loss of smell, receiving unsterile injections, high fever, cough, fatigue, breathlessness, loss of smell, headache","TYPE: SYMPTOM_DISEASE
DISEASE: COVID-19
SYMPTOMS: fatigue, cough, high fever, breathlessness, headache, pain behind the eyes, loss of smell, receiving unsterile injections
SYMPTOM_SYNONYMS: high fever, cough, fatigue, breathlessness, loss of smell, headache
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_856_triage,symptom_triage,"fatigue, cough, high fever, breathlessness, headache, pain behind the eyes, loss of smell, receiving unsterile injections, high fever, cough, fatigue, breathlessness, loss of smell, headache","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, cough, high fever, breathlessness, headache, pain behind the eyes, loss of smell, receiving unsterile injections, high fever, cough, fatigue, breathlessness, loss of smell, headache
POSSIBLE_CONDITION: COVID-19
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_860,symptom_disease,"continuous sneezing, restlessness, mild fever, throat irritation, runny nose, congestion, depression, continuous sneezing, runny nose, congestion, throat irritation, mild fever","TYPE: SYMPTOM_DISEASE
DISEASE: Common Cold
SYMPTOMS: continuous sneezing, restlessness, mild fever, throat irritation, runny nose, congestion, depression
SYMPTOM_SYNONYMS: continuous sneezing, runny nose, congestion, throat irritation, mild fever
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_860_triage,symptom_triage,"continuous sneezing, restlessness, mild fever, throat irritation, runny nose, congestion, depression, continuous sneezing, runny nose, congestion, throat irritation, mild fever","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: continuous sneezing, restlessness, mild fever, throat irritation, runny nose, congestion, depression, continuous sneezing, runny nose, congestion, throat irritation, mild fever
POSSIBLE_CONDITION: Common Cold
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_870,symptom_disease,"cold hands and feets, cough, breathlessness, mild fever, phlegm, chest pain, loss of balance, cough, phlegm, breathlessness, chest pain, mild fever","TYPE: SYMPTOM_DISEASE
DISEASE: Bronchitis
SYMPTOMS: cold hands and feets, cough, breathlessness, mild fever, phlegm, chest pain, loss of balance
SYMPTOM_SYNONYMS: cough, phlegm, breathlessness, chest pain, mild fever
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_870_triage,symptom_triage,"cold hands and feets, cough, breathlessness, mild fever, phlegm, chest pain, loss of balance, cough, phlegm, breathlessness, chest pain, mild fever","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: cold hands and feets, cough, breathlessness, mild fever, phlegm, chest pain, loss of balance, cough, phlegm, breathlessness, chest pain, mild fever
POSSIBLE_CONDITION: Bronchitis
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: Duration? Breathing difficulty? Recent infection exposure?
RECOMMENDED_ACTION: Consult physician if symptoms worsen."
sym_875,symptom_disease,"headache, weakness of one body side, altered sensorium, head pain, migraine-like pain, pressure in head, skull ache","TYPE: SYMPTOM_DISEASE
DISEASE: Paralysis (brain hemorrhage)
SYMPTOMS: headache, weakness of one body side, altered sensorium
SYMPTOM_SYNONYMS: head pain, migraine-like pain, pressure in head, skull ache
FOLLOW_UP_QUESTIONS: How long have you been experiencing headache? | Is the headache getting worse over time? | Have you taken any medication for headache? | Do you have any other symptoms along with headache?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Paralysis (brain hemorrhage) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_875_triage,symptom_triage,"headache, weakness of one body side, altered sensorium, head pain, migraine-like pain, pressure in head, skull ache","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: headache, weakness of one body side, altered sensorium, head pain, migraine-like pain, pressure in head, skull ache
POSSIBLE_CONDITION: Paralysis (brain hemorrhage)
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing headache? | Is the headache getting worse over time? | Have you taken any medication for headache? | Do you have any other symptoms along with headache?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Paralysis (brain hemorrhage) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_877,symptom_disease,"vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_DISEASE
DISEASE: Hypoglycemia
SYMPTOMS: vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypoglycemia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_877_triage,symptom_triage,"vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: vomiting, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations, throwing up, emesis, nausea with expulsion, retching
POSSIBLE_CONDITION: Hypoglycemia
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypoglycemia persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_880,symptom_disease,"fatigue, yellowish skin, nausea, yellowing of eyes, family history, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis C
SYMPTOMS: fatigue, yellowish skin, nausea, yellowing of eyes, family history
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis C persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_880_triage,symptom_triage,"fatigue, yellowish skin, nausea, yellowing of eyes, family history, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, yellowish skin, nausea, yellowing of eyes, family history, tiredness, low energy, exhaustion, lethargy
POSSIBLE_CONDITION: Hepatitis C
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis C persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_886,symptom_disease,"chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body, chills related discomfort, mild chills, severe chills, chills sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Dengue
SYMPTOMS: chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body
SYMPTOM_SYNONYMS: chills related discomfort, mild chills, severe chills, chills sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Dengue persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_886_triage,symptom_triage,"chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body, chills related discomfort, mild chills, severe chills, chills sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body, chills related discomfort, mild chills, severe chills, chills sensation
POSSIBLE_CONDITION: Dengue
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing chills? | Is the chills getting worse over time? | Have you taken any medication for chills? | Do you have any other symptoms along with chills?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Dengue persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_888,symptom_disease,"itching, stomach pain, burning micturition, spotting  urination, itching related discomfort, mild itching, severe itching, itching sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Drug Reaction
SYMPTOMS: itching, stomach pain, burning micturition, spotting  urination
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Drug Reaction persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_888_triage,symptom_triage,"itching, stomach pain, burning micturition, spotting  urination, itching related discomfort, mild itching, severe itching, itching sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: itching, stomach pain, burning micturition, spotting  urination, itching related discomfort, mild itching, severe itching, itching sensation
POSSIBLE_CONDITION: Drug Reaction
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Drug Reaction persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_889,symptom_disease,"fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_DISEASE
DISEASE: Hypothyroidism
SYMPTOMS: fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypothyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_889_triage,symptom_triage,"fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, weight gain, cold hands and feets, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy
POSSIBLE_CONDITION: Hypothyroidism
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypothyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
