source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,"I'm experiencing extreme body pain, headache and vomiting. I've developed red spots all over my body and I'm very itchy.",dengue,i m experiencing extreme body pain headache and vomiting i ve developed red spots all over my body and i m very itchy,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm experiencing extreme body pain, headache and vomiting. I've developed red spots all over my body and I'm very itchy.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally, I have been nauseous and my muscles hurt.",malaria,i have a high fever severe itching chills and vomiting i also have a headache and have been perspiring a lot additionally i have been nauseous and my muscles hurt,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally, I have been nauseous and my muscles hurt.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been having a stomach ache for the past week. It is not getting better even with medication. I feel like vomiting and I can't eat anything. I have become very weak.,typhoid,i have been having a stomach ache for the past week it is not getting better even with medication i feel like vomiting and i can t eat anything i have become very weak,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a stomach ache for the past week. It is not getting better even with medication. I feel like vomiting and I can't eat anything. I have become very weak.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a fever and a headache. I have sores near my nose and rashes on my neck. I'm really struggling right now.,impetigo,i have a fever and a headache i have sores near my nose and rashes on my neck i m really struggling right now,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever and a headache. I have sores near my nose and rashes on my neck. I'm really struggling right now.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a red, itchy rash on my face, especially around my nose, mouth, and eyes. My nails are also inflamed.",psoriasis,i have a red itchy rash on my face especially around my nose mouth and eyes my nails are also inflamed,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a red, itchy rash on my face, especially around my nose, mouth, and eyes. My nails are also inflamed.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a fever for a few days, and it's been getting worse. I'm having trouble breathing, and I'm coughing up a lot of phlegm. I'm also feeling really tired and weak.",pneumonia,i ve been having a fever for a few days and it s been getting worse i m having trouble breathing and i m coughing up a lot of phlegm i m also feeling really tired and weak,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a fever for a few days, and it's been getting worse. I'm having trouble breathing, and I'm coughing up a lot of phlegm. I'm also feeling really tired and weak.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a rash on my face that is red, itchy, and painful. It is also blistering. I have also been experiencing flu-like symptoms, such as fever and body pain.",impetigo,i have a rash on my face that is red itchy and painful it is also blistering i have also been experiencing flu like symptoms such as fever and body pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my face that is red, itchy, and painful. It is also blistering. I have also been experiencing flu-like symptoms, such as fever and body pain.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have heartburn and indigestion. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort.",gastroesophageal reflux disease,i have heartburn and indigestion i frequently vomit everything i eat and it is hard for me to swallow since food gets caught in my throat my upper abdomen is in discomfort,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have heartburn and indigestion. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been having mood swings and my monthly cycle has changed. I've also had some unexpected vaginal discharge.,drug reaction,i ve been having mood swings and my monthly cycle has changed i ve also had some unexpected vaginal discharge,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having mood swings and my monthly cycle has changed. I've also had some unexpected vaginal discharge.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been feeling very sick. I have been vomiting, I have a fever, and I have been itching all over. My skin has turned yellow, and my urine is dark. I have also been having abdominal pain.",jaundice,i have been feeling very sick i have been vomiting i have a fever and i have been itching all over my skin has turned yellow and my urine is dark i have also been having abdominal pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling very sick. I have been vomiting, I have a fever, and I have been itching all over. My skin has turned yellow, and my urine is dark. I have also been having abdominal pain.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really thirsty and hungry lately. I also feel really tired sometimes.,diabetes,i ve been feeling really thirsty and hungry lately i also feel really tired sometimes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really thirsty and hungry lately. I also feel really tired sometimes.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a fever for a few days now, and it's been getting worse. I'm also really itchy, and I've been throwing up. I feel really weak and tired, and my head hurts. My muscles are also really sore.",malaria,i ve been having a fever for a few days now and it s been getting worse i m also really itchy and i ve been throwing up i feel really weak and tired and my head hurts my muscles are also really sore,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a fever for a few days now, and it's been getting worse. I'm also really itchy, and I've been throwing up. I feel really weak and tired, and my head hurts. My muscles are also really sore.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a hard time breathing. I've been coughing a lot and I'm coughing up a lot of thick, sticky mucus. I've also been feeling really tired and weak.",bronchial asthma,i ve been having a hard time breathing i ve been coughing a lot and i m coughing up a lot of thick sticky mucus i ve also been feeling really tired and weak,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a hard time breathing. I've been coughing a lot and I'm coughing up a lot of thick, sticky mucus. I've also been feeling really tired and weak.
POSSIBLE_CONDITION: bronchial asthma
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a fever and red spots all over my body. I feel really tired and I don't want to eat anything. I'm worried about what's wrong with me.,chicken pox,i have a fever and red spots all over my body i feel really tired and i don t want to eat anything i m worried about what s wrong with me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever and red spots all over my body. I feel really tired and I don't want to eat anything. I'm worried about what's wrong with me.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a lot of heartburn and acid reflux. I also feel sick after eating and sometimes throw up.,gastroesophageal reflux disease,i have a lot of heartburn and acid reflux i also feel sick after eating and sometimes throw up,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of heartburn and acid reflux. I also feel sick after eating and sometimes throw up.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have these cramps in my calves that are really painful. They come on suddenly and last for several minutes. They're making it hard for me to walk and do my daily activities.,varicose veins,i have these cramps in my calves that are really painful they come on suddenly and last for several minutes they re making it hard for me to walk and do my daily activities,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have these cramps in my calves that are really painful. They come on suddenly and last for several minutes. They're making it hard for me to walk and do my daily activities.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a headache all day, and I feel sick to my stomach. I'm also having trouble concentrating and focusing on my work.",hypertension,i ve been having a headache all day and i feel sick to my stomach i m also having trouble concentrating and focusing on my work,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a headache all day, and I feel sick to my stomach. I'm also having trouble concentrating and focusing on my work.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having to pee a lot, and it hurts when I do. Sometimes I see blood in my pee, and it smells really bad. I'm worried that I have an infection. What should I do?",urinary tract infection,i ve been having to pee a lot and it hurts when i do sometimes i see blood in my pee and it smells really bad i m worried that i have an infection what should i do,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having to pee a lot, and it hurts when I do. Sometimes I see blood in my pee, and it smells really bad. I'm worried that I have an infection. What should I do?
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having stiffness and weakness in my neck muscles lately. My joints have gotten stiff, so it's hard for me to run without getting stiff. Walking has also been uncomfortable.",arthritis,i ve been having stiffness and weakness in my neck muscles lately my joints have gotten stiff so it s hard for me to run without getting stiff walking has also been uncomfortable,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having stiffness and weakness in my neck muscles lately. My joints have gotten stiff, so it's hard for me to run without getting stiff. Walking has also been uncomfortable.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a fever and my back hurts. I also have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I'm worried about my health.,dengue,i have a fever and my back hurts i also have rashes on my arms and armpits the back of my eyeballs hurt a lot i m worried about my health,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever and my back hurts. I also have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I'm worried about my health.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a burning sensation in my chest and throat, and I often feel like I have to clear my throat. I also have bad breath and a bad taste in my mouth.",gastroesophageal reflux disease,i have a burning sensation in my chest and throat and i often feel like i have to clear my throat i also have bad breath and a bad taste in my mouth,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a burning sensation in my chest and throat, and I often feel like I have to clear my throat. I also have bad breath and a bad taste in my mouth.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been coughing a lot and I'm freezing. My nose is stuffed up and my face hurts. I've also been coughing up some nasty stuff, my chest hurts, and my muscles hurt. I can't smell anything.",common cold,i ve been coughing a lot and i m freezing my nose is stuffed up and my face hurts i ve also been coughing up some nasty stuff my chest hurts and my muscles hurt i can t smell anything,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been coughing a lot and I'm freezing. My nose is stuffed up and my face hurts. I've also been coughing up some nasty stuff, my chest hurts, and my muscles hurt. I can't smell anything.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have these large, bulging veins on my legs that are really painful. They're really visible and I'm worried about them.",varicose veins,i have these large bulging veins on my legs that are really painful they re really visible and i m worried about them,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have these large, bulging veins on my legs that are really painful. They're really visible and I'm worried about them.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having headaches, blurred vision, and acid reflux. These symptoms have been disturbing me and interfering with my usual activities.",migraine,i ve been having headaches blurred vision and acid reflux these symptoms have been disturbing me and interfering with my usual activities,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having headaches, blurred vision, and acid reflux. These symptoms have been disturbing me and interfering with my usual activities.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have trouble focusing and remembering things. I feel like I have brain fog.,drug reaction,i have trouble focusing and remembering things i feel like i have brain fog,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have trouble focusing and remembering things. I feel like I have brain fog.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been feeling very sick lately. I have been having chest pain and I feel very nauseous. I also sweat a lot.,drug reaction,i have been feeling very sick lately i have been having chest pain and i feel very nauseous i also sweat a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling very sick lately. I have been having chest pain and I feel very nauseous. I also sweat a lot.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a burning sensation in my throat, especially after I eat. I also sometimes get a sour or bitter taste in my mouth, which makes me feel sick.",gastroesophageal reflux disease,i have a burning sensation in my throat especially after i eat i also sometimes get a sour or bitter taste in my mouth which makes me feel sick,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a burning sensation in my throat, especially after I eat. I also sometimes get a sour or bitter taste in my mouth, which makes me feel sick.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,My neck muscles have been tight and weak lately. I've also been having trouble running and walking because my joints are stiff.,arthritis,my neck muscles have been tight and weak lately i ve also been having trouble running and walking because my joints are stiff,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: My neck muscles have been tight and weak lately. I've also been having trouble running and walking because my joints are stiff.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and it's hard for me to move around without feeling stiff. Walking has been really painful too.,arthritis,i ve been feeling really weak in my muscles and my neck has been really stiff my joints have been swelling up and it s hard for me to move around without feeling stiff walking has been really painful too,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really weak in my muscles and my neck has been really stiff. My joints have been swelling up and it's hard for me to move around without feeling stiff. Walking has been really painful too.
POSSIBLE_CONDITION: arthritis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really grumpy and gloomy lately, and I've also noticed a change in my vision. I think it might be a migraine.",migraine,i ve been feeling really grumpy and gloomy lately and i ve also noticed a change in my vision i think it might be a migraine,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really grumpy and gloomy lately, and I've also noticed a change in my vision. I think it might be a migraine.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've lost a lot of blood and iron because of my bloody stools, and now I have anaemia and feel weak.",peptic ulcer disease,i ve lost a lot of blood and iron because of my bloody stools and now i have anaemia and feel weak,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've lost a lot of blood and iron because of my bloody stools, and now I have anaemia and feel weak.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been experiencing headaches, blurred and distorted vision, and visual disturbance. These symptoms have been affecting my daily life and causing me discomfort.",migraine,i have been experiencing headaches blurred and distorted vision and visual disturbance these symptoms have been affecting my daily life and causing me discomfort,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing headaches, blurred and distorted vision, and visual disturbance. These symptoms have been affecting my daily life and causing me discomfort.
POSSIBLE_CONDITION: migraine
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have thick, scaly skin on my palms and soles. The skin is also cracked and painful.",psoriasis,i have thick scaly skin on my palms and soles the skin is also cracked and painful,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have thick, scaly skin on my palms and soles. The skin is also cracked and painful.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having headaches, chest pain, and dizziness. I've also been having trouble concentrating and focusing on my tasks.",hypertension,i ve been having headaches chest pain and dizziness i ve also been having trouble concentrating and focusing on my tasks,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having headaches, chest pain, and dizziness. I've also been having trouble concentrating and focusing on my tasks.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been feeling really sick lately. I have been vomiting and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain. I am worried that I might have something serious.,jaundice,i have been feeling really sick lately i have been vomiting and have a high fever my skin has turned yellow and my urine is dark i have also been experiencing abdominal pain i am worried that i might have something serious,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling really sick lately. I have been vomiting and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain. I am worried that I might have something serious.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I feel like I'm going to pass out when I have a fever. My head is spinning, and my heart is racing. I can't think straight, and everything is blurry.",drug reaction,i feel like i m going to pass out when i have a fever my head is spinning and my heart is racing i can t think straight and everything is blurry,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I feel like I'm going to pass out when I have a fever. My head is spinning, and my heart is racing. I can't think straight, and everything is blurry.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash that is spreading all over my skin and it is very itchy. I also have some discolored spots and little bumps all over my skin.,fungal infection,i have a rash that is spreading all over my skin and it is very itchy i also have some discolored spots and little bumps all over my skin,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash that is spreading all over my skin and it is very itchy. I also have some discolored spots and little bumps all over my skin.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a high fever, chills, and intense itching. I also have a headache and I'm sweating a lot. I've been feeling nauseous and my muscles are aching.",malaria,i ve been having a high fever chills and intense itching i also have a headache and i m sweating a lot i ve been feeling nauseous and my muscles are aching,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a high fever, chills, and intense itching. I also have a headache and I'm sweating a lot. I've been feeling nauseous and my muscles are aching.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been having a headache and chest pain. I've also been feeling dizzy and unstable. I'm also having problems focusing.,hypertension,i ve been having a headache and chest pain i ve also been feeling dizzy and unstable i m also having problems focusing,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a headache and chest pain. I've also been feeling dizzy and unstable. I'm also having problems focusing.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been having a lot of pain in my back and neck. I also have a cough that produces phlegm and I feel weak and dizzy.,cervical spondylosis,i have been having a lot of pain in my back and neck i also have a cough that produces phlegm and i feel weak and dizzy,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a lot of pain in my back and neck. I also have a cough that produces phlegm and I feel weak and dizzy.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have red, bumpy areas on my skin that are itchy. I also have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body.",fungal infection,i have red bumpy areas on my skin that are itchy i also have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have red, bumpy areas on my skin that are itchy. I also have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have small red bumps on my arms and face. They are itchy and make my day very uncomfortable.,chicken pox,i have small red bumps on my arms and face they are itchy and make my day very uncomfortable,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have small red bumps on my arms and face. They are itchy and make my day very uncomfortable.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a high fever and a severe headache. My body aches and I feel chills every night. I also have a pain behind my eyes.,dengue,i have a high fever and a severe headache my body aches and i feel chills every night i also have a pain behind my eyes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a high fever and a severe headache. My body aches and I feel chills every night. I also have a pain behind my eyes.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a lot of heartburn and indigestion, especially after I eat spicy or fatty foods. When I lie down or bend over, my chest discomfort gets worse. My chest hurts a lot.",gastroesophageal reflux disease,i have a lot of heartburn and indigestion especially after i eat spicy or fatty foods when i lie down or bend over my chest discomfort gets worse my chest hurts a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of heartburn and indigestion, especially after I eat spicy or fatty foods. When I lie down or bend over, my chest discomfort gets worse. My chest hurts a lot.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having headaches, chest pains, and dizziness. I also feel like I'm losing my balance and I can't focus.",hypertension,i have been having headaches chest pains and dizziness i also feel like i m losing my balance and i can t focus,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having headaches, chest pains, and dizziness. I also feel like I'm losing my balance and I can't focus.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have dry, scaly patches of skin on my knees, elbows, and scalp. These patches are often itchy and sometimes painful.",psoriasis,i have dry scaly patches of skin on my knees elbows and scalp these patches are often itchy and sometimes painful,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have dry, scaly patches of skin on my knees, elbows, and scalp. These patches are often itchy and sometimes painful.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick for the past few days. I have a high fever, shortness of breath, and I'm coughing up a lot of sputum. I'm also sweating, feeling chills, and I'm really tired.",pneumonia,i ve been feeling really sick for the past few days i have a high fever shortness of breath and i m coughing up a lot of sputum i m also sweating feeling chills and i m really tired,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick for the past few days. I have a high fever, shortness of breath, and I'm coughing up a lot of sputum. I'm also sweating, feeling chills, and I'm really tired.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been experiencing a lot of itching and redness on my skin. I have also noticed that my nails are becoming brittle and have started to develop dents. I am worried that this could be a sign of something more serious.,psoriasis,i have been experiencing a lot of itching and redness on my skin i have also noticed that my nails are becoming brittle and have started to develop dents i am worried that this could be a sign of something more serious,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing a lot of itching and redness on my skin. I have also noticed that my nails are becoming brittle and have started to develop dents. I am worried that this could be a sign of something more serious.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling unwell for a while now. I have a headache, chest pain, and I feel unstable and have balance issues. I also have trouble focusing.",hypertension,i ve been feeling unwell for a while now i have a headache chest pain and i feel unstable and have balance issues i also have trouble focusing,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling unwell for a while now. I have a headache, chest pain, and I feel unstable and have balance issues. I also have trouble focusing.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a hard time breathing lately. I feel like I can't get enough air, and I'm always coughing. I've also been really tired, and I've been coughing up a lot of mucus. I'm not sure what's wrong with me, but I'm really worried.",bronchial asthma,i ve been having a hard time breathing lately i feel like i can t get enough air and i m always coughing i ve also been really tired and i ve been coughing up a lot of mucus i m not sure what s wrong with me but i m really worried,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a hard time breathing lately. I feel like I can't get enough air, and I'm always coughing. I've also been really tired, and I've been coughing up a lot of mucus. I'm not sure what's wrong with me, but I'm really worried.
POSSIBLE_CONDITION: bronchial asthma
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been having bloody stools for a while now and I feel very weak and tired. I think I might have lost a lot of blood.,peptic ulcer disease,i have been having bloody stools for a while now and i feel very weak and tired i think i might have lost a lot of blood,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having bloody stools for a while now and I feel very weak and tired. I think I might have lost a lot of blood.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have to pee a lot, and it's hard to hold it in. I feel dizzy and confused. I can't see very well.",diabetes,i have to pee a lot and it s hard to hold it in i feel dizzy and confused i can t see very well,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have to pee a lot, and it's hard to hold it in. I feel dizzy and confused. I can't see very well.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a rash on my face, especially around my nose. It's red and painful, and there are some yellow sores that are oozing.",impetigo,i have a rash on my face especially around my nose it s red and painful and there are some yellow sores that are oozing,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my face, especially around my nose. It's red and painful, and there are some yellow sores that are oozing.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been experiencing a red, itchy, scaly rash on my arms, legs, and torso for the past few weeks.",psoriasis,i have been experiencing a red itchy scaly rash on my arms legs and torso for the past few weeks,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing a red, itchy, scaly rash on my arms, legs, and torso for the past few weeks.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have had diarrhea for a few days now. It is very watery and smells bad. I also have a severe headache and feel like vomiting.,typhoid,i have had diarrhea for a few days now it is very watery and smells bad i also have a severe headache and feel like vomiting,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have had diarrhea for a few days now. It is very watery and smells bad. I also have a severe headache and feel like vomiting.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having chest pains, headaches, and dizziness.",hypertension,i ve been having chest pains headaches and dizziness,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having chest pains, headaches, and dizziness.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash that is itchy and red. It is also bumpy and has some patches that are a different color than the rest of my skin. I have also had some pimples that resemble little balls.,fungal infection,i have a rash that is itchy and red it is also bumpy and has some patches that are a different color than the rest of my skin i have also had some pimples that resemble little balls,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash that is itchy and red. It is also bumpy and has some patches that are a different color than the rest of my skin. I have also had some pimples that resemble little balls.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
